	022um-Control_R1_filtered.fastq.gz	20210602-MA-ABB1F_R1_filtered.fastq.gz	20210602-MA-ABB1P_R1_filtered.fastq.gz	20210602-MA-ABB1W_R1_filtered.fastq.gz	20210602-MA-ABS1F_R1_filtered.fastq.gz	20210602-MA-ABS1P_R1_filtered.fastq.gz	20210602-MA-ABS1W_R1_filtered.fastq.gz	20210602-MA-CEB1F_R1_filtered.fastq.gz	20210602-MA-CEB1P_R1_filtered.fastq.gz	20210602-MA-CEB1W_R1_filtered.fastq.gz	20210602-MA-CES1F_R1_filtered.fastq.gz	20210602-MA-CES1P_R1_filtered.fastq.gz	20210602-MA-CES1W_R1_filtered.fastq.gz	20210602-MA-CWB1F_R1_filtered.fastq.gz	20210602-MA-CWB1P_R1_filtered.fastq.gz	20210602-MA-CWB1W_R1_filtered.fastq.gz	20210602-MA-CWS1F_R1_filtered.fastq.gz	20210602-MA-CWS1P_R1_filtered.fastq.gz	20210602-MA-CWS1W_R1_filtered.fastq.gz	20210602-MA-MBB1F_R1_filtered.fastq.gz	20210602-MA-MBB1P_R1_filtered.fastq.gz	20210602-MA-MBB1W_R1_filtered.fastq.gz	20210602-MA-MBS1F_R1_filtered.fastq.gz	20210602-MA-MBS1P_R1_filtered.fastq.gz	20210602-MA-MBS1W_R1_filtered.fastq.gz	20210602-MA-SCB1F_R1_filtered.fastq.gz	20210602-MA-SCB1P_R1_filtered.fastq.gz	20210602-MA-SCB1W_R1_filtered.fastq.gz	20210602-MA-SCS1F_R1_filtered.fastq.gz	20210602-MA-SCS1P_R1_filtered.fastq.gz	20210602-MA-SCS1W_R1_filtered.fastq.gz	20210615-MA-ABB2F_R1_filtered.fastq.gz	20210615-MA-ABB2P_R1_filtered.fastq.gz	20210615-MA-ABB2W_R1_filtered.fastq.gz	20210615-MA-ABS1F_R1_filtered.fastq.gz	20210615-MA-ABS1P_R1_filtered.fastq.gz	20210615-MA-ABS1W_R1_filtered.fastq.gz	20210615-MA-CEB1F_R1_filtered.fastq.gz	20210615-MA-CEB1P_R1_filtered.fastq.gz	20210615-MA-CEB1W_R1_filtered.fastq.gz	20210615-MA-CES1F_R1_filtered.fastq.gz	20210615-MA-CES1P_R1_filtered.fastq.gz	20210615-MA-CES1W_R1_filtered.fastq.gz	20210615-MA-CWB1F_R1_filtered.fastq.gz	20210615-MA-CWB1P_R1_filtered.fastq.gz	20210615-MA-CWB1W_R1_filtered.fastq.gz	20210615-MA-CWS1F_R1_filtered.fastq.gz	20210615-MA-CWS1P_R1_filtered.fastq.gz	20210615-MA-CWS1W_R1_filtered.fastq.gz	20210615-MA-MBB1F_R1_filtered.fastq.gz	20210615-MA-MBB1P_R1_filtered.fastq.gz	20210615-MA-MBB1W_R1_filtered.fastq.gz	20210615-MA-MBS1F_R1_filtered.fastq.gz	20210615-MA-MBS1P_R1_filtered.fastq.gz	20210615-MA-MBS1W_R1_filtered.fastq.gz	20210615-MA-SCB2F_R1_filtered.fastq.gz	20210615-MA-SCB2P_R1_filtered.fastq.gz	20210615-MA-SCB2W_R1_filtered.fastq.gz	20210615-MA-SCS2F_R1_filtered.fastq.gz	20210615-MA-SCS2P_R1_filtered.fastq.gz	20210615-MA-SCS2W_R1_filtered.fastq.gz	20211005-MA-ABB2F_R1_filtered.fastq.gz	20211005-MA-ABB2P_R1_filtered.fastq.gz	20211005-MA-ABB2W_R1_filtered.fastq.gz	20211005-MA-ABS1F_R1_filtered.fastq.gz	20211005-MA-ABS1P_R1_filtered.fastq.gz	20211005-MA-ABS1W_R1_filtered.fastq.gz	20211005-MA-CEB1F_R1_filtered.fastq.gz	20211005-MA-CEB1P_R1_filtered.fastq.gz	20211005-MA-CEB1W_R1_filtered.fastq.gz	20211005-MA-CES2F_R1_filtered.fastq.gz	20211005-MA-CES2P_R1_filtered.fastq.gz	20211005-MA-CES2W_R1_filtered.fastq.gz	20211005-MA-CWB1F_R1_filtered.fastq.gz	20211005-MA-CWB1P_R1_filtered.fastq.gz	20211005-MA-CWB1W_R1_filtered.fastq.gz	20211005-MA-CWS1F_R1_filtered.fastq.gz	20211005-MA-CWS1P_R1_filtered.fastq.gz	20211005-MA-CWS1W_R1_filtered.fastq.gz	20211005-MA-MBB1F_R1_filtered.fastq.gz	20211005-MA-MBB1P_R1_filtered.fastq.gz	20211005-MA-MBB1W_R1_filtered.fastq.gz	20211005-MA-MBS1F_R1_filtered.fastq.gz	20211005-MA-MBS1P_R1_filtered.fastq.gz	20211005-MA-MBS1W_R1_filtered.fastq.gz	20211005-MA-SCB1F_R1_filtered.fastq.gz	20211005-MA-SCB1P_R1_filtered.fastq.gz	20211005-MA-SCB1W_R1_filtered.fastq.gz	20211005-MA-SCS2F_R1_filtered.fastq.gz	20211005-MA-SCS2P_R1_filtered.fastq.gz	20211005-MA-SCS2W_R1_filtered.fastq.gz	3um-Control_R1_filtered.fastq.gz	DNA-Ext-Control_R1_filtered.fastq.gz	MockZymoPos_R1_filtered.fastq.gz	WaterControl_R1_filtered.fastq.gz
ASV_25	0	0	0	0	0	0	0	17	0	0	0	16	0	0	43	0	52	28	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	24	42	52	51	34	0	38	108	233	167	78	60	80	18	0	0	0	0	17	0	0	0	0	0	0	72	117	103	81	73	100	61	67	46	235	313	205	106	142	134	139	77	84	20	40	64	31	20	21	0	0	0	0	0	0	0	0	0	0
ASV_26	0	27	18	61	28	0	43	26	71	40	0	0	8	0	0	0	0	0	0	79	21	36	76	21	62	194	78	171	258	42	100	0	0	102	43	14	38	24	16	34	11	0	24	0	0	0	0	0	0	50	27	41	32	22	44	0	26	97	75	49	104	41	0	57	32	0	42	59	54	65	9	0	10	0	0	0	0	0	0	117	27	132	62	23	102	108	45	0	58	14	76	0	0	0	0
ASV_27	0	35	37	65	53	53	55	33	106	28	60	47	42	0	0	19	0	0	0	89	91	74	86	71	73	41	40	55	84	152	63	0	55	61	34	41	22	29	0	0	0	0	0	0	0	0	0	0	0	65	54	62	47	63	74	0	77	16	0	0	25	22	43	37	33	15	35	36	44	31	0	0	0	0	0	0	0	0	0	0	27	15	0	0	0	81	145	22	88	175	76	0	0	0	0
ASV_28	0	0	0	0	9	29	26	12	0	50	0	0	0	0	0	0	0	0	0	10	25	0	9	0	0	57	66	53	59	142	30	0	19	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11	36	14	0	0	0	0	23	4	0	67	4	0	21	0	14	31	26	15	24	0	203	75	134	592	311	202	0	26	0	14	0	0	0	41	262	0	66	31	0	0	0	0
ASV_29	0	98	69	123	92	72	98	68	37	87	76	10	54	17	25	21	0	0	0	47	16	34	55	12	30	79	24	69	98	24	42	0	0	65	48	14	46	12	13	21	15	0	18	8	10	0	18	0	10	18	13	23	15	11	25	0	11	15	0	0	20	29	14	28	32	0	39	47	32	49	38	22	40	0	0	0	0	0	0	41	32	46	43	19	37	58	30	24	37	30	46	0	0	0	0
ASV_30	0	66	44	81	86	78	0	53	0	103	38	0	35	26	36	39	0	0	0	82	34	0	68	26	63	37	0	35	107	0	33	0	0	112	53	35	58	31	0	38	32	25	26	18	28	26	37	27	26	35	0	0	39	0	54	0	0	0	0	0	0	100	0	81	0	0	82	31	36	44	44	0	46	0	0	0	0	0	0	59	0	30	0	0	26	0	0	0	0	0	0	0	0	0	0
ASV_31	0	25	14	40	33	22	31	42	0	47	46	14	38	39	48	58	0	0	28	53	0	14	39	0	30	0	0	7	5	0	0	15	0	40	38	18	49	60	36	62	64	37	55	46	64	49	67	45	70	26	21	27	36	9	40	0	0	8	0	0	4	34	0	50	48	10	49	21	23	33	54	0	29	29	22	0	0	11	22	40	19	54	36	19	37	5	0	15	7	3	0	0	0	0	0
ASV_32	0	8	56	25	14	65	55	0	74	0	0	0	0	0	0	0	0	0	0	0	99	45	20	52	46	0	87	44	20	91	35	0	105	43	5	104	14	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	75	0	0	0	0	0	0	20	0	158	0	0	99	31	11	32	23	0	0	0	0	0	0	0	0	0	16	109	17	10	45	18	11	130	17	11	319	15	0	0	0	0
ASV_33	0	33	0	36	27	0	20	27	93	32	12	0	9	0	0	0	0	0	0	35	14	28	32	9	36	33	13	70	52	23	21	0	0	75	37	23	28	21	16	23	23	0	15	8	9	6	11	0	0	42	20	22	30	23	33	0	0	0	0	0	0	52	13	65	49	8	54	79	40	138	17	9	18	6	0	0	0	0	0	48	22	45	29	14	42	120	69	0	118	25	114	0	0	0	0
ASV_34	0	21	11	16	20	17	20	0	144	0	0	0	0	0	0	0	0	0	0	36	17	15	22	21	34	73	25	64	105	114	79	0	9	9	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	9	12	9	11	0	9	0	143	113	55	54	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	178	0	148	233	149	0	0	0	0
ASV_35	0	22	30	75	36	32	64	55	11	59	43	10	30	24	19	41	0	0	0	66	28	62	74	36	65	28	0	0	44	0	19	0	5	83	44	25	52	34	30	30	22	18	22	11	20	25	23	19	21	88	41	63	50	36	89	0	0	0	0	0	0	22	0	11	15	0	0	11	0	31	8	0	10	0	0	0	3	0	0	28	0	34	25	11	26	0	0	26	0	12	0	0	0	0	0
ASV_36	0	27	38	39	36	37	43	17	21	41	10	22	21	0	0	0	0	0	0	41	41	27	43	38	39	61	53	52	103	60	34	0	43	43	23	33	0	28	37	26	15	33	16	0	0	0	0	0	0	35	25	23	22	61	50	0	64	30	30	31	35	0	35	16	0	11	21	30	38	35	0	0	0	0	0	0	0	0	0	0	33	25	16	0	16	25	20	70	11	0	0	0	0	0	0
ASV_37	0	28	0	39	31	0	0	0	105	0	0	0	0	0	0	0	0	0	0	102	33	54	76	60	55	50	11	56	69	11	38	34	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	48	46	44	46	0	21	86	77	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	53	141	45	0	138	31	117	0	0	0	0
ASV_38	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	79	118	39	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	117	0	120	0	20	0	58	21	0	89	63	117	0	0	0	0	0	0	0	0	0	0	37	66	0	0	0	193	0	0	152	73	188	0	0	0	0
ASV_39	0	11	10	10	10	13	10	14	0	22	35	56	33	11	28	29	3	4	0	8	6	8	13	10	8	3	9	0	10	15	0	74	16	13	13	35	19	30	31	27	27	71	28	13	29	19	19	22	26	8	17	5	0	11	13	0	0	0	0	0	0	38	89	59	41	88	47	33	62	51	47	47	27	0	0	0	0	0	0	66	80	64	32	55	71	2	3	51	3	0	0	0	0	0	0
ASV_40	0	0	31	13	0	27	0	0	0	0	0	15	0	0	3	0	0	0	0	0	15	0	0	14	0	0	64	16	0	145	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	160	0	0	328	35	0	259	24	0	86	28	0	9	0	0	0	0	0	0	0	0	325	48	0	197	30	0	25	14	0	47	0	0	0	0	0
ASV_41	0	0	3	5	11	0	7	51	0	49	64	33	56	13	17	25	31	16	37	15	0	3	0	0	3	0	0	0	0	0	0	0	0	6	11	0	0	25	17	31	36	11	19	36	37	32	41	28	28	41	40	30	32	25	36	0	0	0	0	0	0	61	37	43	52	29	44	41	25	58	65	38	47	0	0	17	0	0	0	63	53	110	59	43	83	0	0	37	0	0	0	0	0	0	0
ASV_42	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	94	75	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	79	82	0	85	46	0	50	37	0	53	0	56	35	0	0	0	0	0	0	0	0	0	44	50	37	0	0	35	218	160	0	191	0	182	0	0	0	0
ASV_43	0	0	0	0	0	0	0	0	0	0	58	16	0	70	68	57	37	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	22	0	77	38	75	78	0	69	56	83	58	62	45	65	0	0	0	0	0	36	0	0	0	0	0	0	29	0	32	28	3	26	29	24	43	68	18	51	65	49	37	77	31	43	22	0	33	22	19	27	0	0	0	0	0	0	0	0	0	0
ASV_44	0	42	0	49	32	24	37	66	21	36	20	19	25	24	37	48	0	0	0	0	23	20	23	20	20	0	15	18	25	12	19	4	28	76	44	31	44	22	32	44	55	19	37	21	0	27	44	43	47	43	22	34	52	24	52	0	0	0	0	0	0	30	0	33	23	0	28	22	0	0	0	0	0	0	0	0	0	0	0	27	21	48	25	0	0	30	20	0	0	0	18	0	0	0	0
ASV_45	0	14	29	43	30	49	53	11	0	24	9	23	17	0	0	12	0	0	0	0	0	9	20	0	12	12	0	18	0	14	0	0	30	27	27	32	18	0	19	15	30	18	14	16	28	0	18	0	12	14	20	18	16	22	30	0	0	0	0	0	0	54	55	52	29	32	46	44	59	55	40	28	30	0	0	0	0	0	0	40	55	80	48	48	77	0	0	62	0	44	0	0	0	0	0
ASV_46	0	40	16	44	35	24	42	34	33	35	24	0	12	4	8	0	0	0	0	56	8	24	36	13	34	25	6	23	41	9	11	0	4	52	33	10	48	29	16	18	12	4	15	0	0	0	0	0	0	29	18	28	19	18	32	0	8	0	0	0	0	43	7	46	38	7	43	27	16	34	21	5	12	0	0	0	0	0	0	69	21	79	36	25	39	39	16	13	30	0	20	0	0	0	0
ASV_47	0	11	0	0	0	0	0	0	0	0	13	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	82	57	35	129	15	28	38	32	48	57	29	45	104	62	91	97	115	0	0	0	0	0	0	0	0	0	0	0	0	0	91	44	0	88	24	0	21	0	38	70	41	0	0	0	0	0	0	0	59	31	0	51	0	0	0	0	0	0	0	0	0	0	0
ASV_48	0	0	0	11	0	0	9	0	212	0	0	0	0	0	0	0	0	0	0	18	0	18	20	0	20	32	12	23	38	19	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	89	59	0	84	13	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	166	0	199	74	207	0	0	0	0
ASV_49	0	17	15	24	14	12	28	27	93	42	0	0	7	0	0	0	0	0	0	33	25	25	31	9	28	33	17	59	57	24	33	39	0	41	16	16	27	23	12	14	19	0	17	0	0	0	0	0	0	25	22	18	22	13	22	0	38	65	53	0	31	0	0	25	18	0	22	16	13	30	20	0	0	0	0	0	0	0	0	13	0	0	0	0	15	64	73	0	90	16	69	0	0	0	0
ASV_50	0	18	34	25	26	23	28	22	14	35	11	7	0	5	11	14	0	0	0	11	0	0	19	0	9	38	14	13	25	0	19	36	9	20	17	19	17	15	7	14	34	17	11	0	17	10	13	9	9	31	15	26	26	18	36	0	15	11	15	0	10	28	19	35	21	8	21	32	29	31	17	15	13	0	0	0	0	0	0	49	50	101	57	52	66	14	0	43	23	9	20	0	0	0	0
ASV_51	0	17	0	9	10	6	11	37	0	35	28	0	29	61	55	64	73	0	73	15	0	12	0	0	6	0	0	0	4	0	0	0	0	29	36	16	29	66	47	47	44	15	51	66	97	62	87	55	92	30	13	13	16	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	0	24	31	34	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_52	0	79	51	83	80	139	51	26	8	10	0	62	13	0	11	0	0	0	0	48	23	17	38	21	27	13	27	10	13	43	10	0	59	42	8	50	12	0	0	8	0	15	0	0	0	0	0	0	0	14	10	13	0	13	19	0	18	0	4	0	0	0	53	19	0	32	13	17	26	14	5	16	0	0	0	0	0	0	0	8	0	22	11	8	0	9	13	92	9	31	9	0	0	0	0
ASV_53	0	18	11	16	11	30	27	13	0	24	15	68	0	13	24	37	0	9	0	12	6	9	0	9	8	0	3	0	4	13	0	0	20	15	10	37	0	19	17	20	9	46	13	9	12	15	13	9	14	8	26	17	13	39	13	0	0	0	0	0	0	13	67	15	13	61	12	5	35	0	30	72	31	22	32	27	38	29	30	13	48	31	16	25	30	0	0	126	0	0	0	0	0	0	0
ASV_54	0	23	16	50	30	27	46	54	0	89	40	9	13	18	23	14	0	0	0	36	14	18	35	7	43	31	0	31	31	8	19	0	0	43	39	25	24	74	28	65	44	26	33	29	38	25	36	20	35	40	23	35	32	15	58	0	0	0	0	0	0	7	0	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
ASV_55	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	43	53	0	37	0	0	0	0	0	0	0	42	0	58	0	49	53	0	0	0	0	0	0	0	0	0	0	0	0	56	108	70	51	70	0	0	86	59	88	79	85	30	0	25	41	0	30	29	75	68	29	35	40	0	0	0	0	0	0	0	0	0	0
ASV_56	2	0	0	0	0	0	0	0	0	0	23	0	12	43	44	63	72	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	47	55	82	27	97	68	95	66	94	69	95	9	12	0	11	0	12	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	43	0	28	78	0	0	58	0	53	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_57	0	0	0	46	0	0	34	0	49	23	0	10	0	0	25	0	0	0	0	0	13	26	39	0	0	99	14	89	127	0	86	0	0	0	0	0	7	0	0	14	0	0	13	28	37	0	0	12	0	24	0	30	28	0	18	0	13	24	15	0	0	0	0	0	46	21	51	0	0	22	39	17	35	18	31	16	19	14	18	0	0	0	0	0	0	45	14	0	32	7	43	0	0	0	0
ASV_58	0	9	10	7	9	0	13	32	0	44	35	9	27	54	49	47	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	20	0	21	0	8	12	53	34	48	55	25	52	53	60	50	66	33	58	24	15	18	16	13	21	0	0	0	0	0	0	15	7	0	0	10	12	17	11	0	31	0	0	0	0	0	31	23	0	0	21	0	18	0	0	0	0	11	0	0	0	0	0	0	0
ASV_59	0	0	0	5	0	0	0	10	0	5	4	2	12	0	14	16	0	8	0	13	0	0	10	0	4	0	0	0	0	0	0	0	0	20	16	8	19	31	32	68	74	16	54	37	59	28	61	24	66	23	8	17	17	5	23	0	0	0	0	0	0	29	0	35	26	0	18	17	18	13	58	10	28	33	32	36	35	0	37	15	10	22	13	8	19	0	0	0	0	0	0	0	0	0	0
ASV_60	0	11	9	25	7	13	13	18	0	16	20	42	14	11	24	24	0	2	0	5	6	0	2	29	7	0	13	7	14	27	12	0	20	18	16	37	20	19	13	17	8	21	9	35	46	29	32	26	28	12	9	13	0	19	15	0	0	0	0	0	0	0	38	17	13	26	19	5	11	21	16	16	11	0	0	0	0	0	0	38	48	40	9	27	37	0	0	70	0	0	0	0	0	0	0
ASV_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	38	71	48	50	63	19	31	0	100	96	132	53	50	39	49	49	56	27	48	60	49	33	39	0	0	0	0	0	0	0	0	0	0
ASV_62	0	6	0	11	0	0	0	0	0	0	17	44	21	0	47	26	15	17	13	0	0	0	0	0	0	0	0	0	0	0	0	21	42	36	35	126	15	8	19	30	41	98	16	10	35	12	19	23	17	0	0	10	0	15	11	0	0	0	0	0	0	11	29	28	15	0	13	14	19	8	15	40	17	17	14	22	10	16	9	0	11	10	0	0	13	0	0	21	0	0	0	0	0	0	0
ASV_63	0	20	16	31	41	54	69	49	0	59	38	0	28	25	24	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	17	31	0	26	39	31	40	51	35	50	9	0	18	21	16	0	35	24	28	70	35	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0
ASV_64	0	32	0	38	28	22	0	41	22	38	32	0	0	0	0	0	0	0	0	43	0	34	57	31	44	51	0	57	72	0	0	0	0	38	0	15	26	0	0	17	0	0	0	0	0	0	0	0	0	36	22	45	0	23	29	0	0	0	0	0	0	38	14	0	20	0	0	42	0	41	18	2	0	0	0	0	0	0	0	0	24	0	24	15	46	0	0	0	0	0	0	0	0	0	0
ASV_65	0	9	0	0	15	0	15	35	0	50	0	0	0	0	0	0	0	0	0	0	0	22	28	0	16	66	16	84	53	0	42	0	0	31	43	10	37	68	36	67	27	21	36	16	38	17	29	20	20	37	18	25	33	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	22	0	13	0	0	0	0	0
ASV_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	26	0	0	40	20	24	48	20	8	15	9	10	13	0	0	16	0	0	0	0	0	0	0	0	0	0	43	85	27	0	68	52	18	23	22	64	104	38	0	0	0	0	6	4	27	90	49	44	45	47	0	0	0	0	0	0	0	0	0	0
ASV_67	0	0	0	0	0	0	0	0	0	0	31	0	17	81	74	119	119	103	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	45	0	24	40	50	39	70	41	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_68	0	6	8	14	5	4	14	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	15	30	18	0	5	0	0	0	0	11	13	14	0	0	0	0	0	0	0	0	0	7	2	11	8	6	0	187	172	0	154	130	136	0	0	0	0
ASV_69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	72	25	72	47	0	55	0	0	46	66	68	101	38	26	41	46	0	31	43	59	100	63	45	65	0	0	0	0	0	0	0	0	0	0
ASV_70	0	20	9	34	27	18	38	13	0	37	0	0	9	14	0	0	0	0	0	30	0	10	38	6	17	75	30	80	131	23	56	0	0	30	10	8	9	0	11	0	0	0	10	0	0	0	0	0	0	24	16	18	24	27	27	0	0	27	35	0	40	7	0	0	4	0	0	11	6	14	12	0	0	0	0	0	0	0	0	14	0	7	0	8	0	0	0	12	0	0	0	0	0	0	0
ASV_71	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	93	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	64	85	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	58	0	104	30	105	0	0	0	0
ASV_72	0	0	0	0	0	0	0	15	0	24	30	65	29	8	12	15	3	0	0	9	5	0	0	6	11	0	0	0	0	0	0	44	75	46	19	64	23	21	22	22	19	33	18	14	24	10	19	16	13	23	16	18	13	26	8	0	0	0	0	0	0	0	9	19	0	5	8	3	0	7	4	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	182	0	0	0	0	0	0	0
ASV_73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	302	0	0	58	47	0	77	0	0	50	0	0	69	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	27	0	150	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	0	0	0	0	0	0	0	0	0	0	21	72	19	2	6	17	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	15	4	0	7	0	9	17	0	9	25	22	21	23	27	0	0	0	0	0	0	0	0	0	0	0	0	25	100	38	9	89	31	10	22	17	27	96	19	6	11	10	7	10	13	0	39	20	0	27	18	0	0	4	0	0	0	0	0	0	0
ASV_75	0	10	13	14	11	18	22	0	0	0	0	0	0	0	0	0	0	0	0	6	6	5	15	17	5	7	32	19	20	79	7	3	64	27	7	78	9	0	3	7	5	8	3	0	0	0	0	0	0	3	12	10	10	23	12	0	9	0	0	0	0	15	87	15	15	41	9	0	18	18	7	11	0	0	0	0	0	0	0	0	6	5	0	0	5	7	40	37	9	36	11	0	0	0	0
ASV_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	64	0	0	0	0	0	81	43	0	0	0	0	0	0	0	0	0	0	248	47	0	84	38	0	0	48	0	0	0	0	0	0	0
ASV_77	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	98	105	131	51	56	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	64	57	54	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	31	0	25	0	33	0	0	0	0
ASV_78	0	0	0	0	0	0	0	0	0	0	0	46	0	0	67	55	0	52	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	59	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	50	37	0	0	0	0	0	0	57	45	0	0	0	0	0	0	54	88	66	41	47	0	0	0	0	0	0	0	0	0	0	0
ASV_79	0	0	17	37	34	37	50	24	0	18	0	11	10	0	11	0	0	0	0	0	10	9	14	0	11	0	0	0	8	0	0	0	32	26	15	12	12	17	15	17	16	0	20	0	15	0	0	0	0	56	25	26	77	51	81	0	0	0	0	0	0	8	0	0	10	0	13	0	0	10	0	0	0	0	0	0	0	0	0	0	13	28	14	12	18	0	0	27	0	0	0	0	0	0	0
ASV_80	0	0	0	5	9	4	13	15	0	22	27	4	0	19	24	35	11	0	16	6	4	3	11	0	7	0	0	0	0	0	0	34	0	16	12	0	15	45	31	29	33	10	44	44	54	30	46	46	38	9	0	15	15	4	18	0	0	0	0	0	0	7	0	9	11	0	11	0	0	11	15	7	10	10	0	0	16	0	0	0	0	0	5	0	10	0	0	6	0	0	0	0	0	0	0
ASV_81	0	28	30	48	26	45	71	0	24	0	0	0	0	0	0	0	0	0	0	17	7	0	17	12	0	19	44	29	31	60	16	0	26	9	11	27	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21	0	0	43	11	0	19	7	0	10	0	0	0	0	0	0	0	0	0	0	0	0	9	0	9	6	36	51	0	22	66	20	0	0	0	0
ASV_82	0	21	0	19	0	0	0	29	20	0	15	0	0	12	0	0	0	0	0	22	10	9	22	20	14	18	18	20	0	0	12	0	0	40	29	0	0	22	0	0	0	0	24	0	0	0	17	0	0	38	46	40	45	34	39	0	0	7	0	0	0	0	0	0	15	0	0	17	0	27	0	0	0	0	0	0	0	0	0	0	24	25	24	0	28	20	23	0	31	26	19	0	0	0	0
